# Czech aspect: lemma <TAB> impf|pf <TAB> counterpart lemmas (comma-separated, may be empty)
bydlívat	impf	
bzdít	impf	
bzučet	impf	zabzučet
bádat	impf	
bájit	impf	
básnit	impf	
bát	impf	
báňat	impf	
bílit	impf	
bít	impf	zbít
být	impf	
bývat	impf	
bědovat	impf	
běhat	impf	
běhávat	impf	
bělat	impf	zbělat
bělet	impf	zbělet
bělit	impf	
běsnit	impf	
běžet	impf	
běžkovat	impf	
břednout	impf	
bůst	impf	
cachtat	impf	
capat	impf	
cedit	impf	
cejchovat	impf	ocejchovat
ceknout	pf	
celebrovat	impf	
celit	impf	
celovat	impf	
cenit	impf	
centralizovat	impf	
cenzurovat	impf	
cestovat	impf	pocestovat
chcát	impf	
chcípnout	pf	chcípat
chechtat	impf	
chladit	impf	ochladit,zchladit
chlastat	impf	
chlubit	impf	
chlámat	impf	
chlístat	impf	
chodit	impf	
chodívat	impf	
chomýtat	impf	
chopit	pf	chápat
chovat	impf	
chraptět	impf	
chrlit	impf	
chrnět	impf	
chrochtat	impf	zachrochtat
chroptět	impf	zachroptět
chroustat	impf	
chrstnout	pf	
chránit	impf	ochránit,uchránit
chtít	impf	
chudnout	impf	zchudnout
chumelit	impf	
churavět	impf	
chutit	impf	
chutnat	impf	zachutnat,ochutnat
chválit	impf	pochválit
chvástat	impf	
chvátat	impf	
chvět	impf	
chybit	pf	chybovat
chybovat	impf	chybit
chybět	impf	
chystat	impf	
chytat	impf	chytit
chytit	pf	chytat
chytnout	pf	chytat
chytávat	impf	
chápat	impf	pochopit
chátrat	impf	zchátrat
chýlit	impf	
chřadnout	impf	zchřadnout
cicmat	impf	
cinkat	impf	zacinkat
citovat	impf	
civět	impf	
cizoložit	impf	zcizoložit
clonit	impf	zaclonit
cloumat	impf	
clít	impf	
coufat	impf	coufnout
courat	impf	
couvat	impf	couvnout
couvnout	pf	couvat
cpát	impf	
crčet	impf	
ctít	impf	poctít
cucat	impf	
cuchat	impf	
cukrovat	impf	pocukrovat
culit	impf	
cupat	impf	
cupitat	impf	zacupitat
cvakat	impf	cvaknout
cvaknout	pf	cvakat
cvičit	impf	zacvičit,vycvičit
cvrkat	impf	
cvrnknout	pf	cvrnkat
cválat	impf	
cákat	impf	cáknout
cáknout	pf	cákat
cálovat	impf	zacálovat
cídit	impf	
cílit	impf	
cínovat	impf	
cítit	impf	
dabovat	impf	nadabovat
danit	impf	zdanit
darovat	pf	
datlit	impf	nadatlit
datlovat	impf	vydatlovat
dařit	impf	
dbát	impf	
debatovat	impf	
decelerovat	impf	
decentralizovat	impf	
defekovat	impf	
deformovat	impf	zdeformovat
deklinovat	impf	
deptat	impf	zdeptat
derivovat	impf	
destilovat	impf	
destruovat	impf	
detekovat	impf	
dezinfikovat	impf	
diktovat	impf	nadiktovat
dirigovat	impf	
disgustovat	impf	zdisgustovat
diskutovat	impf	prodiskutovat
disponovat	impf	
divergovat	impf	
divit	impf	podivit
dlabat	impf	
dlužit	impf	
dláždit	impf	
dlít	impf	prodlít,prodlet
dmout	impf	nadmout
dmýchat	impf	rozdmýchat
dobalit	pf	
dobrat	pf	dobírat
dobudovat	pf	
dobíhat	impf	doběhnout
dobíjet	impf	
dobít	pf	dobíjet
dobýt	pf	dobývat
dobývat	impf	dobýt
doběhnout	pf	dobíhat
docenit	pf	doceňovat
docestovat	pf	
doceňovat	impf	
docházet	impf	
docvičit	pf	
docílit	pf	
dodat	pf	dodávat
dodržet	pf	dodržovat
dodržovat	impf	
dodávat	impf	
dodělat	pf	dodělávat
dodělávat	impf	dodělat
dohadovat	impf	dohodnout
dohledat	pf	dohledávat
dohlédat	impf	
dohlédnout	pf	dohlížet,dohlédat
dohlížet	impf	
dohnat	pf	dohánět
dohodit	pf	dohazovat
dohodnout	pf	dohadovat,dohodovat
dohořet	pf	
dohřát	pf	dohřívat
dojebat	pf	dojebávat
dojednat	pf	dojednávat
dojednávat	impf	
dojet	pf	
dojit	impf	
dojmout	pf	dojímat
dojímat	impf	dojmout
dojíst	pf	jíst
dojít	pf	docházet
dokazovat	impf	
dokládat	impf	doložit
dokonat	pf	konat
dokončit	pf	dokončovat
dokončovat	impf	
dokoupit	pf	dokupovat
dokouřit	pf	
dokreslit	pf	dokreslovat
dokázat	pf	dokazovat
doladit	pf	
doletět	pf	letět
dolovat	impf	
doložit	pf	dokládat
dolétat	impf	
dolézt	pf	
domalovat	pf	
dominovat	impf	
domlouvat	impf	domluvit
domluvit	pf	domlouvat
domnít	pf	domnívat
domnívat	impf	
domyslet	pf	domýšlet
domácnět	impf	zdomácnět
domáknout	pf	
domíchat	pf	míchat
domýt	pf	domývat
domývat	impf	domýt
donutit	pf	donucovat
donášet	impf	
donést	pf	donášet
dopadat	impf	dopadnout
dopadnout	pf	dopadat
doplatit	pf	doplácet
doplnit	pf	doplňovat
doplňovat	impf	doplnit
dopomoct	pf	
doporučit	pf	doporučovat
doporučovat	impf	doporučit
doposlouchat	pf	
dopovídat	impf	dopovědět
dopracovat	pf	
doprat	pf	prát
dopravit	pf	dopravovat
doprovodit	pf	doprovázet
doprovázet	impf	
dopsat	pf	dopisovat
dopustit	pf	dopouštět
dopéct	pf	dopékat
dopékat	impf	
dopít	pf	
dopřát	pf	dopřávat
dopřávat	impf	
dorazit	pf	dorážet
dorozumívat	pf	dorozumět
doručit	pf	
dosadit	pf	dosazovat
dosahovat	impf	dosáhnout
dospat	pf	dospávat
dosportovat	pf	
dosprchovat	pf	
dospět	pf	dospívat
dostat	pf	dostávat
dostudovat	pf	studovat
dostávat	impf	
dosvědčit	pf	
dosáhnout	pf	dosahovat
dosíci	pf	
dotknout	pf	dotýkat
dotvořit	pf	dotvářet
dotáhnout	pf	dotahovat
dotírat	impf	dotřít
dotýkat	impf	
doufat	impf	zadoufat
douklízet	pf	uklízet
dout	impf	
doutnat	impf	
doučit	pf	
dovařit	pf	
dovodit	pf	dovádět
dovolit	pf	dovolovat
dovolovat	impf	
dovolávat	impf	
dovršit	pf	dovršovat
dovysvětlit	pf	
dovádět	impf	dovodit,dovést
dovážet	impf	dovézt
dovést	pf	dovádět
dovézt	pf	dovážet
dozkoušet	pf	dozkušovat
dozpívat	pf	
dozrát	pf	zrát
dozvědět	pf	dozvídat,dovídat
dočekat	pf	
dočkat	pf	
dočíst	pf	dočítat
dožít	pf	dožívat
dramatizovat	impf	
drapnout	pf	
dražit	impf	
drbat	impf	podrbat
drhnout	impf	
driblovat	impf	
drnknout	pf	drnkat
drobit	impf	
drolit	impf	
drtit	impf	
drápat	impf	drápnout
drásat	impf	
drát	impf	
dráždit	impf	podráždit
držet	impf	podržet
ducat	impf	ducnout
dumat	impf	
dupat	impf	
dupnout	pf	dupat
dusat	impf	udusat
dusit	impf	
duřet	impf	zduřet
dušovat	impf	zadušovat
dvojkliknout	pf	
dvořit	impf	
dychtit	impf	
dát	pf	dávat
dávat	impf	dát
dávit	impf	
démonizovat	impf	
dít	impf	
dívat	impf	podívat
dívávat	impf	
dýchat	impf	dýchnout
dýmat	impf	dýmnout
dědit	impf	
děkovat	impf	poděkovat
dělat	impf	udělat
dělati	impf	
dělit	impf	rozdělit
dělávat	impf	
děsit	impf	vyděsit
dřepnout	pf	
dřímat	impf	
dřít	impf	
dštít	impf	
důvěřovat	impf	
editovat	impf	
esemeskovat	impf	
excelovat	impf	
existovat	impf	
experimentovat	impf	
fachat	impf	
fachčit	impf	
fackovat	impf	zfackovat
fakturovat	impf	vyfakturovat
falzifikovat	impf	
falšovat	impf	zfalšovat
fantazírovat	impf	
fasovat	impf	
faxovat	impf	
fejkovat	impf	fejknout
fetovat	impf	
filmovat	impf	zfilmovat
filozofovat	impf	
filtrovat	impf	
fixlovat	impf	
fičet	impf	
flambovat	impf	
flirtovat	impf	
flámovat	impf	
foldovat	impf	
formátovat	impf	
fotit	impf	vyfotit
fotografovat	impf	vyfotografovat
foukat	impf	fouknout
fouknout	pf	foukat
frnknout	pf	
frustrovat	impf	
frčet	impf	
fungovat	impf	zafungovat
fučet	impf	
fušovat	impf	zfušovat
fárat	impf	
fňukat	impf	
fňukánkovat	impf	
globalizovat	impf	
gratulovat	impf	
grcat	impf	
grilovat	impf	ugrilovat
gruntovat	impf	
hafat	impf	hafnout
hajat	impf	
hajinkat	impf	
halit	impf	
hamat	impf	
hanobit	impf	
hanět	impf	pohanět
haprovat	impf	zahaprovat
hasit	impf	
hatit	impf	zhatit
havarovat	pf	
hašteřit	impf	
hecnout	pf	
hecovat	impf	hecnout
hekat	impf	heknout
hemžit	impf	
hladit	impf	
hladovět	impf	
hladívat	impf	
hlasovat	impf	odhlasovat
hledat	impf	vyhledat
hlednout	pf	
hledět	impf	pohledět
hlodat	impf	
hloubat	impf	
hloubit	impf	vyhloubit
hloupnout	impf	zhloupnout
hltat	impf	hltnout
hlučet	impf	
hlásat	impf	
hlásit	impf	ohlásit,přihlásit
hláskovat	impf	
hlídat	impf	pohlídat
hmoždit	impf	
hnisat	impf	zhnisat
hnojit	impf	pohnojit
hnout	pf	hýbat
hnusit	impf	
hnát	impf	
hnípat	impf	
hníst	impf	
hnít	impf	
hnízdit	impf	
hněvat	impf	
hoblovat	impf	
hodit	pf	házet
hodlat	impf	
hodnotit	impf	ohodnotit,zhodnotit
hojit	impf	
holedbat	impf	
holit	impf	oholit
honit	impf	
hopsat	impf	
horlit	impf	
horovat	impf	
hostit	impf	pohostit
hotovit	impf	
houbařit	impf	
houkat	impf	houknout
houpat	impf	
houst	impf	
houstnout	impf	zhoustnout
hovořit	impf	pohovořit
hovět	impf	
hořekovat	impf	zahořekovat
hořet	impf	shořet,uhořet
hrabat	impf	hrábnout
hradit	impf	
hraničit	impf	
hrdlit	impf	zahrdlit
hrkat	impf	
hrknout	pf	hrkat
hrnout	impf	
hromadit	impf	nahromadit
hrotit	impf	
hroutit	impf	zhroutit
hroužit	impf	
hrozit	impf	pohrozit
hryzat	impf	hryznout
hrábnout	pf	hrabat
hrát	impf	
hrávat	impf	
hrýzt	impf	
hubit	impf	vyhubit,zahubit
hubnout	impf	zhubnout
hudebničit	impf	
hudrovat	impf	
hulit	impf	
hulákat	impf	
hučet	impf	zahučet
hynout	impf	zahynout
hypnotizovat	impf	zhypnotizovat
hypotetizovat	impf	
hádat	impf	pohádat,uhodnout,uhádnout
hájit	impf	
hájívat	impf	
hákovat	impf	
hárat	impf	
házet	impf	hodit
hýbat	impf	hnout
hýkat	impf	hýknout
hýčkat	impf	hýčkávat
hýřit	impf	
hřešit	impf	zhřešit
hřát	impf	ohřát
hřímat	impf	
hřížit	impf	
ignorovat	impf	
imponovat	impf	zaimponovat
inervovat	impf	
inhalovat	impf	
interagovat	impf	
invertovat	impf	
iritovat	impf	
j*bat	impf	
jebat	impf	
jednat	impf	
jednotit	impf	
jektat	impf	
jet	impf	
jevit	impf	
jezdit	impf	
jezdívat	impf	
ječet	impf	
ježit	impf	
jiskřit	impf	
jistit	impf	
jitřit	impf	
jmout	pf	jímat
jukat	impf	
juknout	pf	jukat
jásat	impf	
jídat	impf	
jídávat	impf	
jímat	impf	jmout
jíst	impf	sníst
jít	impf	
jódlovat	impf	
kadit	impf	vykadit
kafrat	impf	
kakat	impf	vykakat
kalibrovat	impf	
kalit	impf	
kalkulovat	impf	
kamarádit	impf	skamarádit
kamenovat	impf	ukamenovat
kamenět	impf	zkamenět
kanout	impf	
kapat	impf	kápnout
karikovat	impf	
kasat	impf	
kazit	impf	zkazit
kašlat	impf	zakašlat,vykašlat
kdákat	impf	
kecat	impf	
kejhat	impf	
kibicovat	impf	
klamat	impf	oklamat
klanět	impf	
klecat	impf	
klekat	impf	kleknout
kleknout	pf	
klenout	impf	
klepat	impf	klepnout
klepnout	pf	klepat
klesat	impf	klesnout
klesnout	pf	klesat
klestit	impf	vyklestit
klečet	impf	poklečet
klidit	impf	
klikat	impf	kliknout
kliknout	pf	klikat
kličkovat	impf	
klnout	impf	
kloktat	impf	
klonit	impf	sklonit
klonovat	impf	
klopit	impf	
klopýtnout	pf	klopýtat
klouzat	impf	sklouznout
klovat	impf	
klusat	impf	
klást	impf	položit
klát	impf	
klátit	impf	
klímat	impf	
klít	impf	zaklít
klíčit	impf	
klížit	impf	
kmitat	impf	kmitnout
kmitnout	pf	
kochat	impf	pokochat
koexistovat	impf	
kojit	impf	
koketovat	impf	
kokrhat	impf	zakokrhat
koktat	impf	
kolaborovat	impf	
kolébat	impf	
kolísat	impf	
komandovat	impf	
kombinovat	impf	zkombinovat
kompilovat	impf	
komplikovat	impf	zkomplikovat
kompostovat	impf	
komprimovat	impf	
komunikovat	impf	
komíhat	impf	
konat	impf	dokonat
konejšit	impf	
konfiskovat	impf	zkonfiskovat
konjugovat	impf	
konkurovat	impf	
konstruovat	impf	zkonstruovat
kontrastovat	impf	
kontrolovat	impf	zkontrolovat
konvergovat	impf	
konverzovat	impf	
konzervovat	impf	zakonzervovat
končit	impf	skončit
končívat	impf	
kopat	impf	kopnout
kopit	impf	
kopnout	pf	kopat
kopírovat	impf	
korelovat	impf	
kormidlovat	impf	
kormoutit	impf	
korodovat	impf	zkorodovat
kosit	impf	pokosit
kotit	impf	okotit
kotvit	impf	zakotvit
koukat	impf	kouknout
kouknout	pf	koukat
koulet	impf	
koupat	impf	
koupit	pf	kupovat
kousat	impf	kousnout
kousnout	pf	kousat
kout	impf	vykout
kouzlit	impf	
kouřit	impf	zakouřit
kouřívat	impf	
kovat	impf	vykovat
kočovat	impf	
kořit	impf	
koštnout	pf	
kreslit	impf	nakreslit
kritizovat	impf	
krkat	impf	krknout
krknout	pf	krkat
krmit	impf	nakrmit
kropit	impf	pokropit
krotit	impf	zkrotit
kroutit	impf	
krušit	impf	
krvácet	impf	
krystalizovat	impf	
krájet	impf	nakrájet
krákat	impf	
krást	impf	ukrást
krátit	impf	
kráčet	impf	
krýt	impf	
krčit	impf	
kulatit	impf	zakulatit
kulhat	impf	
kultivovat	impf	
kupit	impf	nakupit
kupovat	impf	koupit
kutit	impf	
kutálet	impf	zakutálet
kuňkat	impf	
kušovat	impf	
kvaltovat	impf	
kvapit	impf	
kvasit	impf	
kvedlat	impf	
kvrdlat	impf	
kvákat	impf	
kvést	impf	
kvésti	impf	
kvílet	impf	
kydat	impf	kydnout
kymácet	impf	
kynout	impf	pokynout
kypět	impf	
kysat	impf	
kácet	impf	
káchat	impf	
kálet	impf	
kápnout	pf	
kárat	impf	
kát	impf	
kázat	impf	nakázat
kérovat	impf	
kýchat	impf	kýchnout
kýchnout	pf	kýchat
kývat	impf	
křepčit	impf	
křesat	impf	
křivdit	impf	
křičet	impf	křiknout
křižovat	impf	
křoupat	impf	
křtít	impf	pokřtít
křupat	impf	křupnout
křupnout	impf	křupat
křížit	impf	zkřížit
kšírovat	impf	okšírovat
ladit	impf	
lahodit	impf	
lakotit	impf	
lakovat	impf	nalakovat
laskat	impf	polaskat
lechtat	impf	
lehat	impf	lehnout
lehnout	pf	
lekat	impf	leknout
leknout	pf	
lepit	impf	nalepit,přilepit
lesknout	impf	
letovat	impf	
letět	impf	přiletět,odletět,doletět
levitovat	impf	
leštit	impf	
ležet	impf	poležet
lhát	impf	zalhat
lichotit	impf	
listovat	impf	
litovat	impf	politovat
lišit	impf	
lkát	impf	zalkat
lnout	impf	
lochčit	impf	
lokat	impf	loknout
lomcovat	impf	
lomit	impf	zlomit,dolomit
lomozit	impf	
losovat	impf	
loudit	impf	
louhovat	impf	vylouhovat
loupat	impf	
loupit	impf	
louskat	impf	lousknout,rozlousknout
lousknout	pf	louskat
loučit	impf	rozloučit
lovit	impf	ulovit
lozit	impf	
ložit	impf	
lpít	impf	
lpět	impf	
luhovat	impf	vyluhovat
lupat	impf	lupnout
lusknout	pf	luskat
luxovat	impf	vyluxovat
luštit	impf	rozluštit
lyžovat	impf	zalyžovat
ládovat	impf	naládovat
lákat	impf	
lámat	impf	polámat,ulomit,zlomit
lát	impf	
látat	impf	
láteřit	impf	
léhat	impf	
léhávat	impf	
létat	impf	
lézt	impf	
léčit	impf	vyléčit
líbat	impf	políbit
líbit	impf	zalíbit
líbívat	impf	
líhat	impf	
líhnout	impf	
línat	impf	
lísat	impf	
lít	impf	
lítat	impf	
lízat	impf	líznout
líčit	impf	
machrovat	impf	
makat	impf	máknout
malovat	impf	vymalovat
manipulovat	impf	
manout	impf	
manévrovat	impf	
marnit	impf	
marodit	impf	
masakrovat	impf	
maskovat	impf	
masturbovat	impf	
masírovat	impf	namasírovat
mazat	impf	namazat,pomazat,smazat,umazat
mazlinkat	impf	
mazlit	impf	
mačkat	impf	
meditovat	impf	
memorovat	impf	
menstruovat	impf	
mečet	impf	
meškat	impf	
mhouřit	impf	
milovat	impf	zamilovat
ministrovat	impf	
minout	pf	míjet
mixovat	impf	
mizet	impf	zmizet
mluvit	impf	
mluviti	impf	
mluvívat	impf	
mlátit	impf	
mlít	impf	
mlčet	impf	pomlčet
mlčeti	impf	
mnout	impf	rozemnout
mnít	impf	
mnět	impf	
moci	impf	
mocnit	impf	
moct	impf	
modernizovat	impf	zmodernizovat
moderovat	impf	
modlit	impf	pomodlit
modrat	impf	zmodrat
modřit	pf	
moknout	impf	zmoknout,promoknout
montovat	impf	namontovat,smontovat
moralizovat	impf	
mordovat	impf	zamordovat
motat	impf	
močit	impf	vymočit
mořit	impf	
mrazit	impf	zmrazit,zamrazit
mračit	impf	zamračit
mrdat	impf	vymrdat
mrhat	impf	
mrholit	impf	
mrkat	impf	mrknout
mrknout	pf	mrkat
mrmlat	impf	
mrsknout	pf	
mrzet	impf	zamrzet
mrznout	impf	zmrznout
mrštit	pf	
mstít	impf	pomstít
muchlat	impf	zmuchlat
mumifikovat	impf	
mumlat	impf	zamumlat
muset	impf	
musit	impf	
mutovat	impf	
muzicírovat	impf	
mučit	impf	
mydlit	impf	
myslet	impf	
myslit	impf	
myslívat	impf	
máchat	impf	
mámit	impf	
mást	impf	zmást
mávat	impf	mávnout,zamávat
mávnout	pf	
máčet	impf	namočit
mést	impf	
míchat	impf	namíchat,promíchat,smíchat
míjet	impf	
mínit	impf	
mísit	impf	
mít	impf	
mívat	impf	
mířit	impf	namířit,zamířit
mýlit	impf	
mýt	impf	umýt
měknout	impf	změknout
měkčit	impf	
mělnit	impf	
měnit	impf	změnit,vyměnit
měnívat	impf	
městnat	impf	
měřit	impf	změřit
mňoukat	impf	mňouknout
mřít	impf	
mžourat	impf	
nabalit	pf	nabalovat
nabonzovat	pf	bonzovat
nabrat	pf	
nabídnout	pf	nabízet
nabíhat	impf	naběhnout
nabíjet	impf	
nabít	pf	nabíjet
nabízet	impf	nabídnout
nabýt	pf	nabývat
naběhat	pf	
naběhnout	pf	nabíhat
nachomýtat	impf	
nachomýtnout	pf	nachomýtat,chomýtat
nachystat	pf	chystat
nacházet	impf	
nachýlit	pf	
nacvičit	pf	nacvičovat
nadabovat	pf	
nadat	impf	nadávat
nadbíhat	impf	nadběhnout
nadběhnout	pf	nadbíhat
nadchnout	pf	
nadechnout	pf	
nadehnat	pf	
nadhodnotit	pf	
nadnášet	impf	
nadnést	pf	nadnášet
nadsadit	pf	
nadávat	impf	nadat
nafilmovat	pf	filmovat
naformátovat	pf	formátovat
nafotit	pf	
nafotografovat	pf	
nafoukat	impf	nafoukávat
nafouknout	pf	
nahlásit	pf	nahlašovat,hlásit
nahnat	pf	nahánět
nahodit	pf	nahazovat
nahradit	pf	nahrazovat
nahrazovat	impf	nahradit
nahromadit	pf	hromadit,nahromazovat
nahrát	pf	nahrávat
nahrávat	impf	
nainstalovat	pf	
najmout	pf	najímat
najímat	impf	najmout
najít	pf	nacházet
nakapat	pf	nakapávat
nakazit	pf	
naklonit	pf	naklánět
nakládat	impf	naložit
naklánět	impf	
nakouknout	pf	nakoukávat
nakoupit	pf	nakupovat
nakousnout	pf	nakousávat
nakreslit	pf	kreslit
nakrojit	pf	
nakročit	pf	
nakupit	pf	kupit
nakupovat	impf	nakoupit
naladit	pf	
nalepit	pf	nalepovat,lepit
nalepovat	impf	
nalodit	pf	
nalovit	pf	
naložit	pf	nakládat
nalézat	impf	
nalézt	pf	nalézat
namalovat	pf	malovat
namanout	pf	
namazat	pf	mazat,namazávat
namazávat	impf	namazat
namlouvat	impf	namluvit
namluvit	pf	namlouvat
namontovat	pf	montovat
namotat	pf	namotávat
namočit	pf	máčet
namydlit	pf	
namítat	impf	
namítnout	pf	namítat
nandat	pf	nandávat
nanášet	impf	
nanést	pf	nanášet
naolejovat	pf	
napadat	impf	
napadnout	pf	napadat
naparfémovat	pf	
napasovat	pf	pasovat
naplavit	pf	naplavovat
naplavovat	impf	naplavit
naplnit	pf	plnit
naplácat	pf	plácat
naplánovat	pf	plánovat
naplést	pf	naplétat
naplňovat	impf	
napnout	pf	napínat
napodobit	impf	napodobovat
napodobovat	impf	
napojit	pf	napojovat
napomenout	pf	napomínat
napomoct	pf	
napomáhat	impf	napomoct
napomínat	impf	napomenout
naporcovat	pf	porcovat
naposlouchat	pf	
napovídat	impf	
napovědět	pf	napovídat
napracovat	pf	napracovávat
napravit	pf	
naprogramovat	pf	
napráskat	pf	práskat
naprášit	pf	
napsat	pf	psát
napájet	impf	napojit
napálit	pf	
napínat	impf	napnout
napít	pf	pít
napřáhnout	pf	napřahat,napřahovat
narazit	pf	narážet
narodit	pf	
narovnat	pf	narovnávat
narovnávat	impf	
narukovat	pf	rukovat
narušit	pf	
narušovat	impf	
narvat	pf	
narážet	impf	narazit
narýsovat	pf	rýsovat
nasadit	pf	nasazovat
naskládat	pf	skládat
naskočit	pf	naskakovat
naslibovat	pf	
naslouchat	impf	
nasměrovat	pf	směrovat
nasnídat	pf	
nasrat	pf	nasírat
nastartovat	pf	
nastavit	pf	nastavovat
nastevřít	pf	
nastlat	pf	stlát,nastlávat
nastolit	pf	nastolovat
nastoupit	pf	nastupovat
nastražit	pf	nastražovat
nastrojit	pf	nastrojovat
nastrojovat	impf	nastrojit
nastupovat	impf	nastoupit
nastávat	impf	
nastínit	pf	
nasunout	pf	nasunovat
nasunovat	impf	nasunout
nasvědčovat	impf	
nasypat	pf	nasypávat
natahovat	impf	
natlouct	pf	
natočit	pf	natáčet
natrhat	pf	trhat
natáhnout	pf	natahovat
natáčet	impf	natočit
natírat	impf	
natřást	pf	natřásat
natřít	pf	natírat
naučit	pf	učit
navalit	pf	navalovat
navazovat	impf	
navit	impf	
navlhčit	pf	
navléct	pf	navlékat
navléknout	pf	navlékat
navodit	pf	navozovat
navonět	pf	
navozovat	impf	navodit
navrhnout	pf	navrhovat
navrhovat	impf	navrhnout
navrstvit	pf	navrstvovat
navrátit	pf	
navršit	pf	vršit,navršovat
navršovat	impf	navršit
navézt	pf	navážet
navít	pf	navíjet
navštívit	pf	navštěvovat
navštěvovat	impf	navštívit
nazkoušet	pf	nazkušovat,zkoušet
naznačit	pf	naznačovat
naznačovat	impf	
nazvat	pf	nazývat
nazývat	impf	
načasovat	pf	
načechrat	pf	čechrat
načekat	pf	
načesat	pf	
načrtnout	pf	
načíst	pf	načítat
naředit	pf	
nařizovat	impf	
nařknout	pf	
nařídit	pf	nařizovat
naříkat	impf	
naříznout	pf	nařezávat
naštvat	pf	štvát
nebýt	impf	
neběžet	impf	
necestovat	impf	
nechat	pf	nechávat
nechodit	impf	
nechtít	impf	
nechávat	impf	
nedočkat	pf	
nedůvěřovat	impf	
nehnout	pf	
nehýbat	impf	nehnout
nejet	impf	
nejít	impf	
nekvést	impf	
neletět	impf	
nenahýbat	impf	nenahnout
nenávidět	impf	
nenést	impf	
neodolat	pf	
neplout	impf	
nepodepisovat	impf	nepodepsat
nepodepsat	pf	nepodepisovat
nerůst	impf	
nesouhlasit	impf	
nesrat	impf	
netáhnout	impf	
nevražit	impf	
nevypustit	pf	nevypouštět
nevysledovat	pf	nesledovat
neváhat	impf	
nevést	impf	
nevézt	impf	
nezapomenout	pf	nezapomínat
niknout	impf	
ničit	impf	zničit
nosit	impf	
nosívat	impf	
nořit	impf	
nudit	impf	znudit
nutit	impf	donutit,přinutit
nutkat	impf	
nálepkovat	impf	
náležet	impf	
nárokovat	impf	
násilnit	impf	
následovat	impf	
násobit	impf	
násobívat	impf	
nést	impf	donést,ponést
nítit	impf	
nýt	impf	
obahnit	pf	bahnit
obalamutit	pf	
obalit	impf	obalovat
obchodovat	impf	
obchvátit	pf	obchvacovat
obcházet	impf	
obcovat	impf	
obdivovat	impf	
obdržet	pf	obdržovat
obdržovat	impf	obdržet
obehnat	pf	obhánět
obejmout	pf	objímat
obejít	pf	obcházet
obelhávat	impf	
obeplout	pf	obeplouvat
obestavět	pf	
obhajovat	impf	
obhospodařovat	impf	
obhájit	pf	obhajovat
obinout	pf	obinovat
objasnit	pf	objasňovat
objasňovat	impf	
objednat	pf	objednávat
objednávat	pf	objednat
objet	pf	objíždět
objevit	pf	objevovat
objevovat	impf	
objímat	impf	obejmout
objíždět	impf	
obkličovat	impf	obklíčit
obklopit	pf	obklopovat
obklíčit	pf	obkličovat
obkreslit	pf	obkreslovat
oblenit	pf	obleňovat
oblepit	pf	
oblepovat	impf	
obletět	pf	
obloudit	pf	
obléci	pf	
obléct	pf	oblékat
obléhat	impf	
oblékat	impf	obléct,obléknout
obléknout	pf	oblékat
obměnit	pf	obměňovat
obnovit	pf	obnovovat
obnášet	impf	
obohacovat	impf	obohatit
obohatit	pf	obohacovat
obout	pf	obouvat
obouvat	impf	
obořit	pf	
obracet	impf	obrátit
obrat	pf	obírat
