# Italian adjudication log. Columns: lemma <TAB> features ("*" = whole
# paradigm) <TAB> ruling (ours | both | theirs) <TAB> rationale.
fottere	*	ours	Morph-It writes the passato remoto 3sg with a grave accent (-è); the standard spelling is -é (credé). DOP/Treccani.
imbattere	*	ours	Morph-It writes the passato remoto 3sg with a grave accent (-è); the standard spelling is -é (credé). DOP/Treccani.
intessere	*	ours	Morph-It writes the passato remoto 3sg with a grave accent (-è); the standard spelling is -é (credé). DOP/Treccani.
mescere	*	ours	Morph-It writes the passato remoto 3sg with a grave accent (-è); the standard spelling is -é (credé). DOP/Treccani.
mietere	*	ours	Morph-It writes the passato remoto 3sg with a grave accent (-è); the standard spelling is -é (credé). DOP/Treccani.
potere	*	ours	Morph-It writes the passato remoto 3sg with a grave accent (-è); the standard spelling is -é (credé). DOP/Treccani.
prepotere	*	ours	Morph-It writes the passato remoto 3sg with a grave accent (-è); the standard spelling is -é (credé). DOP/Treccani.
riabbattere	*	ours	Morph-It writes the passato remoto 3sg with a grave accent (-è); the standard spelling is -é (credé). DOP/Treccani.
ribattere	*	ours	Morph-It writes the passato remoto 3sg with a grave accent (-è); the standard spelling is -é (credé). DOP/Treccani.
sbattere	*	ours	Morph-It writes the passato remoto 3sg with a grave accent (-è); the standard spelling is -é (credé). DOP/Treccani.
serpere	*	ours	Morph-It writes the passato remoto 3sg with a grave accent (-è); the standard spelling is -é (credé). DOP/Treccani.
sfottere	*	ours	Morph-It writes the passato remoto 3sg with a grave accent (-è); the standard spelling is -é (credé). DOP/Treccani.
strafottere	*	ours	Morph-It writes the passato remoto 3sg with a grave accent (-è); the standard spelling is -é (credé). DOP/Treccani.
tessere	*	ours	Morph-It writes the passato remoto 3sg with a grave accent (-è); the standard spelling is -é (credé). DOP/Treccani.
vertere	*	ours	Morph-It writes the passato remoto 3sg with a grave accent (-è); the standard spelling is -é (credé). DOP/Treccani.
