# lemma	features	form
# Mined weak-root residue: cells the rules do not reach (ה-final
# strong homographs, double-waw ל״ה, פ״נ, and lexical irregulars).
# Regenerate with scripts/heb/mine_overrides.py.
נגה	V;3;FEM;FUT;PL	תגהנה
נגה	V;3;FEM;PST;SG	נגהה
נגה	V;3;FUT;MASC;PL	יגהו
נגה	V;3;PL;PST	נגהו
נגה	V;FEM;PL;PRS	נוגהות
נגה	V;FEM;PRS;SG	נוגהת
נגה	V;MASC;PL;PRS	נוגהים
נטל	V;2;FEM;FUT;PL	תטלנה
נטל	V;3;FEM;FUT;PL	תטלנה
ניגש	V;1;FUT;SG	אגש
נכווה	V;2;FUT;MASC;PL	תיכוו
נכווה	V;3;FUT;MASC;PL	ייכוו
נכווה	V;3;PL;PST	נכוו
נכווה	V;FEM;PL;PRS	נכוות
נמס	V;1;PL;PST	נמסונו
נמס	V;1;PST;SG	נמסותי
נמס	V;2;FEM;PL;PST	נמסותן
נמס	V;2;FEM;PST;SG	נמסות
נמס	V;2;MASC;PL;PST	נמסותם
נמס	V;2;MASC;PST;SG	נמסות
נעם	V;FEM;PRS;SG	נעימה
נפל	V;2;FEM;FUT;PL	תיפולנה
נפל	V;3;FEM;FUT;PL	תיפולנה
נתן	V;1;PST;SG	נתתי
נתן	V;2;FEM;PL;PST	נתתן
נתן	V;2;FEM;PST;SG	נתת
נתן	V;2;MASC;PL;PST	נתתם
נתן	V;2;MASC;PST;SG	נתת
קטון	V;3;FEM;PST;SG	קטנה
קטון	V;3;PL;PST	קטנו
קטון	V;FEM;PRS;SG	קטנה
תמה	V;1;PL;PST	תמהנו
תמה	V;1;PST;SG	תמהתי
תמה	V;2;FEM;FUT;PL	תתמהנה
תמה	V;2;FEM;FUT;SG	תתמהי
תמה	V;2;FEM;PL;PST	תמהתן
תמה	V;2;FEM;PST;SG	תמהת
תמה	V;2;FUT;MASC;PL	תתמהו
תמה	V;2;MASC;PL;PST	תמהתם
תמה	V;2;MASC;PST;SG	תמהת
תמה	V;3;FEM;FUT;PL	תתמהנה
תמה	V;3;FEM;PST;SG	תמהה
תמה	V;3;FUT;MASC;PL	יתמהו
תמה	V;3;PL;PST	תמהו
תמה	V;FEM;PL;PRS	תמהות
תמה	V;FEM;PRS;SG	תמהה
תמה	V;MASC;PL;PRS	תמהים
